animal_id_outcome,outcome_type
A756499,Adoption
A756500,Adoption
A756501,Transfer
A756502,Transfer
A756503,Adoption
A756504,Transfer
A756507,Transfer
A756509,Adoption
A756510,Adoption
A756512,Adoption
A756515,Transfer
A756516,Adoption
A756517,Adoption
A756523,Transfer
A756524,Return to Owner
A756526,Adoption
A756527,Transfer
A756529,Return to Owner
A756530,Return to Owner
A756531,Return to Owner
A756532,Return to Owner
A756532,Return to Owner
A756533,Return to Owner
A756534,Adoption
A756536,Return to Owner
A756537,Adoption
A756539,Return to Owner
A756541,Return to Owner
A756542,Return to Owner
A756543,Return to Owner
A756546,Transfer
A756548,Adoption
A756549,Adoption
A756550,Adoption
A756551,Adoption
A756552,Adoption
A756553,Adoption
A756554,Adoption
A756556,Return to Owner
A756557,Adoption
A756561,Transfer
A756563,Transfer
A756564,Transfer
A756565,Transfer
A756566,Transfer
A756567,Adoption
A756569,Transfer
A756570,Adoption
A756571,Adoption
A756573,Adoption
A756574,Return to Owner
A756580,Adoption
A756581,Adoption
A756583,Adoption
A756585,Adoption
A756586,Euthanasia
A756587,Adoption
A756588,Adoption
A756591,Adoption
A756592,Adoption
A756593,Transfer
A756594,Adoption
A756595,Transfer
A756596,Return to Owner
A756597,Transfer
A756598,Transfer
A756599,Euthanasia
A756600,Adoption
A756603,Return to Owner
A756603,Adoption
A756605,Return to Owner
A756606,Return to Owner
A756607,Adoption
A756609,Euthanasia
A756610,Euthanasia
A756611,Return to Owner
A756612,Adoption
A756613,Adoption
A756622,Return to Owner
A756623,Return to Owner
A756624,Return to Owner
A756625,Return to Owner
A756627,Transfer
A756629,Return to Owner
A756630,Return to Owner
A756632,Adoption
A756634,Adoption
A756635,Return to Owner
A756636,Adoption
A756637,Return to Owner
A756640,Return to Owner
A756647,Return to Owner
A756656,Return to Owner
A756661,Adoption
A756664,Adoption
A756668,Transfer
A756669,Adoption
A756670,Return to Owner
A756673,Adoption
A756676,Adoption
A756678,Transfer
A756679,Transfer
A756680,Transfer
A756681,Euthanasia
A756682,Transfer
A756688,Return to Owner
A756689,Transfer
A756690,Return to Owner
A756695,Return to Owner
A756696,Transfer
A756697,Adoption
A756699,Adoption
A756703,Adoption
A756709,Transfer
A756710,Transfer
A756711,Return to Owner
A756712,Adoption
A756714,Adoption
A756715,Adoption
A756716,Adoption
A756717,Adoption
A756718,Adoption
A756719,Transfer
A756720,Transfer
A756721,Transfer
A756722,Return to Owner
A756732,Transfer
A756733,Transfer
A756734,Adoption
A756734,Adoption
A756735,Return to Owner
A756736,Adoption
A756737,Transfer
A756738,Adoption
A756742,Adoption
A756743,Adoption
A756744,Adoption
A756745,Adoption
A756746,Adoption
A756747,Transfer
A756749,Return to Owner
A756750,Return to Owner
A756751,Return to Owner
A756752,Return to Owner
A756756,Adoption
A756757,Return to Owner
A756760,Adoption
A756763,Adoption
A756764,Return to Owner
A756769,Return to Owner
A756770,Return to Owner
A756773,Return to Owner
A756774,Transfer
A756777,Return to Owner
A756778,Return to Owner
A756779,Transfer
A756781,Adoption
A756782,Adoption
A756785,Adoption
A756786,Return to Owner
A756788,Return to Owner
A756789,Adoption
A756790,Adoption
A756790,Adoption
A756790,Return to Owner
A756791,Adoption
A756791,Return to Owner
A756792,Transfer
A756795,Return to Owner
A756796,Return to Owner
A756798,Adoption
A756800,Adoption
A756801,Transfer
A756803,Adoption
A756804,Adoption
A756806,Adoption
A756808,Adoption
A756810,Adoption
A756813,Euthanasia
A756814,Adoption
A756815,Return to Owner
A756816,Euthanasia
A756817,Return to Owner
A756817,Return to Owner
A756818,Adoption
A756819,Adoption
A756820,Adoption
A756821,Adoption
A756822,Adoption
A756823,Adoption
A756824,Adoption
A756827,Adoption
A756828,Return to Owner
A756830,Transfer
A756833,Return to Owner
A756835,Return to Owner
A756839,Adoption
A756841,Transfer
A756843,Adoption
A756844,Return to Owner
A756845,Adoption
A756846,Adoption
A756846,Adoption
A756847,Adoption
A756848,Adoption
A756849,Euthanasia
A756850,Return to Owner
A756851,Transfer
A756852,Adoption
A756853,Adoption
A756858,Adoption
A756859,Return to Owner
A756860,Transfer
A756861,Adoption
A756864,Transfer
A756865,Adoption
A756867,Adoption
A756869,Return to Owner
A756874,Adoption
A756876,Adoption
A756880,Euthanasia
A756881,Transfer
A756889,Return to Owner
A756890,Return to Owner
A756891,Euthanasia
A756895,Return to Owner
A756896,Return to Owner
A756897,Adoption
A756900,Return to Owner
A756901,Euthanasia
A756902,Return to Owner
A756903,Return to Owner
A756907,Return to Owner
A756908,Return to Owner
A756910,Transfer
A756911,Adoption
A756911,Return to Owner
A756911,Return to Owner
A756912,Return to Owner
A756913,Return to Owner
A756914,Return to Owner
A756915,Transfer
A756916,Adoption
A756917,Adoption
A756919,Return to Owner
A756920,Return to Owner
A756921,Return to Owner
A756922,Adoption
A756923,Adoption
A756924,Return to Owner
A756925,Return to Owner
A756926,Return to Owner
A756928,Euthanasia
A756929,Transfer
A756930,Adoption
A756933,Adoption
A756935,Return to Owner
A756936,Return to Owner
A756938,Adoption
A756940,Transfer
A756941,Adoption
A756942,Return to Owner
A756943,Return to Owner
A756944,Transfer
A756945,Return to Owner
A756947,Transfer
A756949,Transfer
A756950,Adoption
A756951,Adoption
A756953,Transfer
A756957,Adoption
A756958,Adoption
A756959,Return to Owner
A756961,Return to Owner
A756962,Adoption
A756963,Adoption
A756964,Transfer
A756965,Adoption
A756966,Return to Owner
A756969,Adoption
A756970,Return to Owner
A756971,Adoption
A756972,Return to Owner
A756973,Return to Owner
A756974,Adoption
A756976,Adoption
A756977,Transfer
A756978,Adoption
A756979,Return to Owner
A756983,Transfer
A756984,Transfer
A756985,Transfer
A756986,Transfer
A756987,Transfer
A756988,Transfer
A756989,Transfer
A756990,Transfer
A756991,Return to Owner
A756992,Adoption
A756994,Return to Owner
A756995,Return to Owner
A756996,Return to Owner
A756996,Return to Owner
A756997,Adoption
A756998,Return to Owner
A756999,Return to Owner
A757001,Adoption
A757002,Adoption
A757003,Adoption
A757004,Return to Owner
A757005,Adoption
A757006,Adoption
A757007,Adoption
A757008,Adoption
A757009,Transfer
A757010,Adoption
A757016,Adoption
A757020,Transfer
A757023,Return to Owner
A757024,Return to Owner
A757025,Transfer
A757026,Euthanasia
A757031,Adoption
A757032,Adoption
A757034,Transfer
A757036,Adoption
A757037,Adoption
A757038,Adoption
A757039,Adoption
A757041,Adoption
A757045,Transfer
A757046,Transfer
A757047,Transfer
A757049,Adoption
A757050,Adoption
A757052,Transfer
A757053,Transfer
A757054,Transfer
A757055,Transfer
A757056,Transfer
A757061,Transfer
A757062,Transfer
A757063,Adoption
A757064,Adoption
A757065,Adoption
A757065,Adoption
A757066,Adoption
A757066,Return to Owner
A757067,Euthanasia
A757068,Adoption
A757069,Adoption
A757070,Adoption
A757071,Adoption
A757073,Return to Owner
A757074,Adoption
A757075,Adoption
A757077,Return to Owner
A757079,Adoption
A757080,Adoption
A757081,Return to Owner
A757088,Adoption
A757094,Adoption
A757094,Adoption
A757095,Adoption
A757096,Adoption
A757097,Adoption
A757098,Adoption
A757099,Adoption
A757100,Adoption
A757101,Transfer
A757102,Return to Owner
A757103,Transfer
A757104,Transfer
A757105,Transfer
A757108,Return to Owner
A757110,Adoption
A757113,Adoption
A757115,Euthanasia
A757117,Transfer
A757118,Adoption
A757118,Adoption
A757119,Adoption
A757122,Adoption
A757123,Adoption
A757124,Adoption
A757125,Transfer
A757126,Adoption
A757128,Return to Owner
A757128,Adoption
A757131,Return to Owner
A757133,Transfer
A757134,Return to Owner
A757136,Adoption
A757136,Return to Owner
A757136,Return to Owner
A757137,Transfer
A757139,Adoption
A757140,Adoption
A757141,Adoption
A757142,Return to Owner
A757146,Transfer
A757147,Return to Owner
A757148,Euthanasia
A757149,Return to Owner
A757152,Return to Owner
A757156,Adoption
A757156,Adoption
A757157,Return to Owner
A757158,Return to Owner
A757159,Euthanasia
A757166,Adoption
A757177,Return to Owner
A757179,Return to Owner
A757183,Adoption
A757185,Adoption
A757186,Euthanasia
A757187,Adoption
A757188,Adoption
A757188,Return to Owner
A757189,Adoption
A757190,Adoption
A757191,Adoption
A757192,Adoption
A757193,Adoption
A757194,Transfer
A757195,Transfer
A757196,Transfer
A757197,Transfer
A757198,Transfer
A757199,Adoption
A757202,Adoption
A757203,Adoption
A757205,Adoption
A757205,Return to Owner
A757206,Adoption
A757207,Adoption
A757208,Adoption
A757209,Adoption
A757212,Transfer
A757214,Transfer
A757215,Adoption
A757219,Return to Owner
A757219,Return to Owner
A757221,Adoption
A757221,Return to Owner
A757223,Return to Owner
A757225,Adoption
A757225,Return to Owner
A757226,Return to Owner
A757227,Adoption
A757227,Adoption
A757228,Euthanasia
A757230,Adoption
A757231,Adoption
A757232,Adoption
A757233,Transfer
A757234,Transfer
A757236,Transfer
A757237,Transfer
A757239,Return to Owner
A757240,Adoption
A757240,Transfer
A757241,Adoption
A757242,Adoption
A757244,Return to Owner
A757246,Adoption
A757247,Adoption
A757248,Adoption
A757249,Adoption
A757250,Adoption
A757251,Transfer
A757252,Adoption
A757253,Transfer
A757254,Adoption
A757255,Adoption
A757259,Transfer
A757260,Adoption
A757268,Transfer
A757269,Adoption
A757270,Adoption
A757271,Adoption
A757272,Adoption
A757274,Adoption
A757277,Transfer
A757278,Transfer
A757279,Adoption
A757280,Adoption
A757281,Adoption
A757282,Adoption
A757283,Adoption
A757284,Adoption
A757285,Adoption
A757288,Adoption
A757289,Adoption
A757290,Adoption
A757291,Adoption
A757292,Return to Owner
A757293,Adoption
A757294,Adoption
A757295,Adoption
A757296,Transfer
A757297,Adoption
A757298,Adoption
A757299,Adoption
A757300,Return to Owner
A757302,Transfer
A757303,Transfer
A757305,Transfer
A757306,Return to Owner
A757307,Transfer
A757308,Return to Owner
A757309,Transfer
A757310,Adoption
A757314,Transfer
A757315,Return to Owner
A757315,Transfer
A757316,Return to Owner
A757316,Transfer
A757317,Transfer
A757318,Adoption
A757319,Transfer
A757321,Return to Owner
A757322,Return to Owner
A757323,Return to Owner
A757324,Adoption
A757325,Transfer
A757326,Transfer
A757327,Transfer
A757328,Transfer
A757329,Transfer
A757330,Adoption
A757331,Transfer
A757332,Transfer
A757333,Return to Owner
A757334,Transfer
A757335,Adoption
A757336,Transfer
A757337,Return to Owner
A757338,Adoption
A757339,Transfer
A757340,Transfer
A757341,Transfer
A757342,Adoption
A757343,Adoption
A757344,Adoption
A757345,Adoption
A757346,Transfer
A757347,Adoption
A757348,Transfer
A757349,Adoption
A757350,Return to Owner
A757351,Transfer
A757352,Transfer
A757353,Transfer
A757354,Transfer
A757355,Return to Owner
A757356,Transfer
A757357,Transfer
A757358,Transfer
A757359,Adoption
A757360,Transfer
A757361,Adoption
A757362,Return to Owner
A757363,Transfer
A757364,Transfer
A757366,Transfer
A757367,Return to Owner
A757368,Return to Owner
A757369,Return to Owner
A757370,Return to Owner
A757371,Adoption
A757372,Adoption
A757373,Transfer
A757374,Transfer
A757375,Return to Owner
A757376,Adoption
A757377,Transfer
A757378,Transfer
A757379,Transfer
A757380,Transfer
A757381,Adoption
A757382,Transfer
A757383,Transfer
A757384,Return to Owner
A757385,Transfer
A757386,Adoption
A757387,Transfer
A757388,Transfer
A757389,Transfer
A757390,Return to Owner
A757391,Return to Owner
A757392,Euthanasia
A757394,Euthanasia
A757395,Euthanasia
A757396,Adoption
A757397,Adoption
A757397,Adoption
A757398,Adoption
A757399,Return to Owner
A757400,Adoption
A757401,Adoption
A757402,Return to Owner
A757402,Return to Owner
A757403,Transfer
A757404,Transfer
A757405,Adoption
A757406,Adoption
A757407,Adoption
A757408,Adoption
A757409,Adoption
A757410,Return to Owner
A757411,Adoption
A757411,Adoption
A757411,Adoption
A757412,Return to Owner
A757413,Adoption
A757414,Transfer
A757415,Transfer
A757416,Adoption
A757417,Adoption
A757418,Adoption
A757419,Adoption
A757420,Adoption
A757421,Return to Owner
A757422,Transfer
A757423,Return to Owner
A757425,Return to Owner
A757426,Transfer
A757428,Transfer
A757429,Return to Owner
A757430,Transfer
A757431,Transfer
A757432,Adoption
A757433,Return to Owner
A757433,Return to Owner
A757434,Return to Owner
A757434,Return to Owner
A757437,Transfer
A757440,Return to Owner
A757441,Return to Owner
A757442,Adoption
A757443,Adoption
A757444,Transfer
A757445,Adoption
A757446,Transfer
A757447,Return to Owner
A757447,Return to Owner
A757448,Return to Owner
A757449,Return to Owner
A757450,Return to Owner
A757451,Return to Owner
A757451,Return to Owner
A757452,Adoption
A757453,Adoption
A757457,Adoption
A757458,Transfer
A757460,Adoption
A757461,Adoption
A757462,Return to Owner
A757463,Return to Owner
A757464,Transfer
A757466,Euthanasia
A757467,Adoption
A757468,Adoption
A757469,Adoption
A757470,Adoption
A757471,Adoption
A757472,Adoption
A757473,Adoption
A757474,Return to Owner
A757475,Adoption
A757476,Adoption
A757477,Return to Owner
A757478,Adoption
A757479,Return to Owner
A757480,Adoption
A757481,Return to Owner
A757482,Adoption
A757483,Adoption
A757484,Adoption
A757485,Adoption
A757486,Adoption
A757487,Adoption
A757489,Return to Owner
A757490,Adoption
A757491,Transfer
A757492,Adoption
A757493,Adoption
A757494,Adoption
A757495,Transfer
A757496,Adoption
A757497,Adoption
A757498,Return to Owner
A757499,Adoption
A757500,Adoption
A757501,Adoption
A757501,Adoption
A757503,Return to Owner
A757504,Return to Owner
A757506,Adoption
A757507,Return to Owner
A757510,Adoption
A757511,Transfer
A757512,Transfer
A757513,Adoption
A757514,Adoption
A757515,Return to Owner
A757516,Return to Owner
A757518,Adoption
A757519,Return to Owner
A757520,Adoption
A757521,Adoption
A757522,Adoption
A757523,Transfer
A757525,Return to Owner
A757526,Return to Owner
A757527,Transfer
A757528,Transfer
A757529,Return to Owner
A757530,Euthanasia
A757531,Transfer
A757532,Adoption
A757533,Return to Owner
A757534,Adoption
A757535,Transfer
A757536,Adoption
A757537,Adoption
A757538,Adoption
A757539,Transfer
A757540,Transfer
A757541,Adoption
A757542,Transfer
A757543,Transfer
A757544,Transfer
A757545,Transfer
A757546,Transfer
A757547,Transfer
A757548,Return to Owner
A757549,Return to Owner
A757550,Return to Owner
A757551,Return to Owner
A757554,Return to Owner
A757555,Adoption
A757557,Adoption
A757558,Return to Owner
A757559,Transfer
A757560,Return to Owner
A757561,Adoption
A757562,Adoption
A757563,Return to Owner
A757564,Transfer
A757565,Adoption
A757566,Transfer
A757567,Return to Owner
A757568,Transfer
A757573,Transfer
A757574,Adoption
A757575,Adoption
A757577,Return to Owner
A757581,Transfer
A757583,Transfer
A757584,Adoption
A757585,Transfer
A757587,Adoption
A757588,Adoption
A757589,Adoption
A757590,Return to Owner
A757590,Adoption
A757591,Euthanasia
A757592,Transfer
A757594,Adoption
A757595,Transfer
A757596,Transfer
A757597,Transfer
A757598,Return to Owner
A757599,Transfer
A757600,Adoption
A757602,Adoption
A757603,Adoption
A757604,Adoption
A757605,Transfer
A757606,Adoption
A757607,Return to Owner
A757608,Return to Owner
A757609,Return to Owner
A757610,Return to Owner
A757611,Return to Owner
A757612,Transfer
A757613,Transfer
A757614,Transfer
A757615,Transfer
A757616,Transfer
A757617,Transfer
A757618,Transfer
A757619,Return to Owner
A757620,Died
A757621,Transfer
A757623,Transfer
A757624,Transfer
A757625,Return to Owner
A757626,Transfer
A757627,Return to Owner
A757628,Return to Owner
A757630,Transfer
A757631,Adoption
A757632,Return to Owner
A757633,Adoption
A757634,Return to Owner
A757635,Return to Owner
A757636,Return to Owner
A757637,Return to Owner
A757638,Return to Owner
A757640,Return to Owner
A757641,Return to Owner
A757642,Return to Owner
A757643,Return to Owner
A757644,Transfer
A757645,Return to Owner
A757646,Transfer
A757647,Adoption
A757648,Return to Owner
A757649,Transfer
A757650,Return to Owner
A757651,Transfer
A757652,Return to Owner
A757653,Return to Owner
A757654,Transfer
A757661,Adoption
A757662,Adoption
A757663,Return to Owner
A757663,Adoption
A757664,Adoption
A757665,Adoption
A757666,Transfer
A757669,Adoption
A757670,Adoption
A757672,Transfer
A757675,Return to Owner
A757676,Return to Owner
A757677,Return to Owner
A757679,Adoption
A757681,Adoption
A757682,Return to Owner
A757684,Transfer
A757685,Return to Owner
A757687,Return to Owner
A757689,Return to Owner
A757690,Adoption
A757691,Transfer
A757692,Return to Owner
A757693,Return to Owner
A757696,Adoption
A757697,Transfer
A757698,Return to Owner
A757700,Return to Owner
A757701,Adoption
A757702,Return to Owner
A757706,Return to Owner
A757708,Adoption
A757711,Adoption
A757711,Transfer
A757714,Return to Owner
A757715,Return to Owner
A757716,Adoption
A757717,Return to Owner
A757719,Transfer
A757720,Transfer
A757721,Transfer
A757722,Transfer
A757723,Transfer
A757724,Return to Owner
A757725,Adoption
A757725,Return to Owner
A757726,Return to Owner
A757727,Adoption
A757728,Adoption
A757729,Transfer
A757730,Adoption
A757731,Adoption
A757732,Transfer
A757733,Adoption
A757734,Adoption
A757736,Return to Owner
A757737,Return to Owner
A757738,Adoption
A757739,Adoption
A757740,Euthanasia
A757744,Return to Owner
A757746,Adoption
A757747,Adoption
A757748,Adoption
A757751,Transfer
A757752,Euthanasia
A757753,Euthanasia
A757754,Transfer
A757760,Return to Owner
A757762,Transfer
A757763,Adoption
A757765,Return to Owner
A757766,Return to Owner
A757767,Return to Owner
A757768,Transfer
A757772,Adoption
A757773,Adoption
A757775,Adoption
A757776,Adoption
A757777,Return to Owner
A757777,Adoption
A757778,Return to Owner
A757779,Return to Owner
A757780,Adoption
A757782,Euthanasia
A757783,Return to Owner
A757784,Return to Owner
A757785,Adoption
A757786,Adoption
A757794,Transfer
A757795,Transfer
A757796,Return to Owner
A757797,Transfer
A757798,Transfer
A757802,Adoption
A757804,Adoption
A757807,Adoption
A757808,Return to Owner
A757810,Transfer
A757811,Transfer
A757814,Return to Owner
A757814,Return to Owner
A757815,Euthanasia
A757821,Return to Owner
A757822,Adoption
A757825,Transfer
A757826,Adoption
A757827,Return to Owner
A757829,Adoption
A757829,Return to Owner
A757830,Adoption
A757831,Adoption
A757832,Adoption
A757833,Transfer
A757834,Return to Owner
A757835,Adoption
A757836,Adoption
A757837,Adoption
A757838,Return to Owner
A757839,Adoption
A757840,Return to Owner
A757841,Adoption
A757842,Adoption
A757843,Adoption
A757845,Adoption
A757847,Transfer
A757848,Adoption
A757849,Adoption
A757850,Transfer
A757853,Return to Owner
A757854,Return to Owner
A757856,Euthanasia
A757857,Adoption
A757857,Return to Owner
A757858,Adoption
A757867,Transfer
A757868,Adoption
A757868,Adoption
A757869,Adoption
A757870,Transfer
A757870,Adoption
A757871,Adoption
A757872,Transfer
A757873,Euthanasia
A757874,Adoption
A757875,Adoption
A757876,Adoption
A757877,Adoption
A757878,Adoption
A757879,Adoption
A757880,Return to Owner
A757882,Adoption
A757882,Return to Owner
A757884,Return to Owner
A757885,Adoption
A757887,Transfer
A757893,Transfer
A757894,Return to Owner
A757894,Adoption
A757895,Return to Owner
A757897,Adoption
A757897,Adoption
A757897,Return to Owner
A757898,Return to Owner
A757898,Return to Owner
A757898,Return to Owner
A757899,Return to Owner
A757900,Return to Owner
A757901,Return to Owner
A757904,Adoption
A757905,Return to Owner
A757906,Adoption
A757907,Return to Owner
A757908,Return to Owner
A757909,Transfer
A757910,Adoption
A757911,Adoption
A757912,Adoption
A757914,Adoption
A757915,Adoption
A757916,Adoption
A757917,Adoption
A757918,Adoption
A757919,Adoption
A757919,Return to Owner
A757919,Return to Owner
A757920,Return to Owner
A757921,Adoption
A757922,Adoption
A757925,Adoption
A757928,Transfer
A757929,Adoption
A757930,Adoption
A757931,Adoption
A757932,Transfer
A757933,Adoption
A757934,Adoption
A757935,Euthanasia
A757948,Transfer
A757949,Return to Owner
A757950,Transfer
A757953,Adoption
A757955,Adoption
A757956,Adoption
A757957,Adoption
A757963,Transfer
A757964,Transfer
A757964,Return to Owner
A757965,Adoption
A757966,Return to Owner
A757968,Adoption
A757969,Return to Owner
A757969,Adoption
A757971,Adoption
A757974,Adoption
A757975,Return to Owner
A757977,Return to Owner
A757977,Transfer
A757979,Return to Owner
A757981,Return to Owner
A757985,Euthanasia
A757986,Return to Owner
A757987,Adoption
A757989,Transfer
A757991,Adoption
A757992,Adoption
A757993,Transfer
A757994,Transfer
A757995,Transfer
A757996,Transfer
A757997,Transfer
A757998,Adoption
A758001,Euthanasia
A758002,Return to Owner
A758006,Transfer
A758007,Transfer
A758008,Transfer
A758009,Transfer
A758010,Transfer
A758011,Euthanasia
A758013,Transfer
A758014,Transfer
A758015,Adoption
A758016,Adoption
A758017,Adoption
A758018,Adoption
A758019,Adoption
A758020,Transfer
A758021,Transfer
A758022,Adoption
A758023,Adoption
A758024,Adoption
A758025,Transfer
A758026,Transfer
A758027,Return to Owner
A758028,Return to Owner
A758033,Transfer
A758037,Return to Owner
A758038,Adoption
A758039,Return to Owner
A758041,Adoption
A758042,Return to Owner
A758044,Adoption
A758045,Adoption
A758046,Adoption
A758047,Adoption
A758048,Adoption
A758049,Adoption
A758050,Adoption
A758051,Return to Owner
A758052,Adoption
A758053,Adoption
A758054,Adoption
A758055,Adoption
A758057,Adoption
A758058,Return to Owner
A758059,Adoption
A758064,Transfer
A758065,Transfer
A758066,Adoption
A758067,Adoption
A758068,Adoption
A758069,Adoption
A758070,Adoption
A758071,Adoption
A758074,Return to Owner
A758077,Transfer
A758078,Return to Owner
A758079,Adoption
A758079,Adoption
A758081,Adoption
A758083,Adoption
A758084,Adoption
A758085,Transfer
A758086,Adoption
A758087,Adoption
A758088,Adoption
A758089,Adoption
A758091,Adoption
A758092,Return to Owner
A758093,Adoption
A758094,Return to Owner
A758095,Adoption
A758096,Adoption
A758098,Adoption
A758099,Adoption
A758102,Adoption
A758103,Return to Owner
A758104,Adoption
A758105,Adoption
A758106,Transfer
A758108,Adoption
A758109,Adoption
A758111,Transfer
A758111,Adoption
A758112,Adoption
A758113,Adoption
A758114,Adoption
A758115,Adoption
A758115,Adoption
A758116,Transfer
A758117,Return to Owner
A758119,Adoption
A758119,Transfer
A758124,Transfer
A758125,Transfer
A758126,Return to Owner
A758126,Return to Owner
A758127,Return to Owner
A758127,Return to Owner
A758128,Transfer
A758129,Return to Owner
A758131,Return to Owner
A758132,Transfer
A758133,Return to Owner
A758134,Adoption
A758135,Return to Owner
A758136,Adoption
A758137,Adoption
A758138,Transfer
A758139,Transfer
A758140,Return to Owner
A758141,Adoption
A758142,Return to Owner
A758143,Return to Owner
A758144,Adoption
A758146,Euthanasia
A758148,Return to Owner
A758151,Return to Owner
A758152,Adoption
A758155,Transfer
A758157,Transfer
A758158,Transfer
A758159,Adoption
A758159,Adoption
A758160,Transfer
A758162,Adoption
A758162,Adoption
A758163,Transfer
A758164,Adoption
A758165,Adoption
A758167,Transfer
A758168,Transfer
A758169,Return to Owner
A758170,Adoption
A758172,Transfer
A758173,Adoption
A758174,Transfer
A758175,Return to Owner
A758176,Transfer
A758177,Return to Owner
A758177,Return to Owner
A758180,Return to Owner
A758182,Adoption
A758183,Return to Owner
A758185,Transfer
A758185,Return to Owner
A758186,Return to Owner
A758188,Return to Owner
A758189,Euthanasia
A758190,Transfer
A758195,Transfer
A758196,Euthanasia
A758197,Adoption
A758198,Return to Owner
A758198,Return to Owner
A758202,Adoption
A758204,Adoption
A758206,Adoption
A758207,Adoption
A758208,Transfer
A758210,Adoption
A758211,Adoption
A758212,Return to Owner
A758213,Euthanasia
A758215,Adoption
A758216,Adoption
A758217,Adoption
A758218,Transfer
A758219,Adoption
A758220,Adoption
A758221,Transfer
A758222,Transfer
A758224,Adoption
A758225,Adoption
A758226,Adoption
A758227,Adoption
A758227,Adoption
A758229,Adoption
A758230,Adoption
A758231,Adoption
A758232,Adoption
A758234,Adoption
A758234,Return to Owner
A758234,Adoption
A758236,Transfer
A758237,Transfer
A758238,Adoption
A758239,Transfer
A758240,Adoption
A758241,Transfer
A758242,Transfer
A758243,Transfer
A758244,Transfer
A758245,Transfer
A758246,Transfer
A758248,Transfer
A758252,Return to Owner
A758255,Return to Owner
A758256,Return to Owner
A758257,Transfer
A758258,Adoption
A758259,Return to Owner
A758260,Return to Owner
A758261,Return to Owner
A758262,Adoption
A758262,Adoption
A758263,Adoption
A758264,Adoption
A758265,Adoption
A758267,Return to Owner
A758268,Return to Owner
A758269,Return to Owner
A758270,Adoption
A758272,Return to Owner
A758273,Return to Owner
A758274,Adoption
A758278,Return to Owner
A758281,Adoption
A758281,Return to Owner
A758281,Return to Owner
A758282,Adoption
A758284,Transfer
A758286,Transfer
A758287,Adoption
A758289,Adoption
A758290,Euthanasia
A758291,Adoption
A758292,Return to Owner
A758293,Adoption
A758294,Transfer
A758295,Adoption
A758298,Return to Owner
A758299,Adoption
A758300,Adoption
A758301,Adoption
A758302,Return to Owner
A758303,Return to Owner
A758304,Adoption
A758307,Transfer
A758312,Return to Owner
A758313,Return to Owner
A758319,Return to Owner
A758320,Transfer
A758320,Transfer
A758320,Adoption
A758321,Transfer
A758322,Adoption
A758323,Transfer
A758324,Adoption
A758325,Euthanasia
A758326,Euthanasia
A758327,Transfer
A758328,Transfer
A758329,Transfer
A758330,Transfer
A758331,Adoption
A758332,Adoption
A758333,Transfer
A758334,Return to Owner
A758337,Adoption
A758339,Return to Owner
A758340,Euthanasia
A758342,Euthanasia
A758344,Adoption
A758345,Return to Owner
A758346,Adoption
A758347,Return to Owner
A758350,Transfer
A758351,Euthanasia
A758352,Return to Owner
A758353,Adoption
A758354,Adoption
A758355,Adoption
A758356,Adoption
A758357,Return to Owner
A758358,Adoption
A758359,Adoption
A758363,Return to Owner
A758364,Return to Owner
A758365,Return to Owner
A758365,Adoption
A758365,Return to Owner
A758365,Return to Owner
A758366,Adoption
A758367,Adoption
A758368,Euthanasia
A758369,Adoption
A758370,Transfer
A758374,Adoption
A758375,Adoption
A758380,Adoption
A758381,Adoption
A758382,Adoption
A758383,Adoption
A758384,Adoption
A758385,Adoption
A758386,Adoption
A758387,Adoption
A758390,Transfer
A758391,Return to Owner
A758392,Return to Owner
A758395,Return to Owner
A758397,Transfer
A758398,Adoption
A758399,Return to Owner
A758400,Transfer
A758402,Euthanasia
A758403,Return to Owner
A758403,Return to Owner
A758405,Return to Owner
A758406,Return to Owner
A758407,Transfer
A758410,Return to Owner
A758411,Adoption
A758412,Adoption
A758414,Adoption
A758415,Adoption
A758416,Return to Owner
A758417,Adoption
A758418,Adoption
A758419,Transfer
A758420,Adoption
A758423,Return to Owner
A758424,Adoption
A758425,Adoption
A758426,Transfer
A758427,Transfer
A758428,Transfer
A758429,Transfer
A758430,Transfer
A758431,Transfer
A758432,Transfer
A758435,Transfer
A758437,Adoption
A758437,Adoption
A758438,Adoption
A758439,Adoption
A758440,Adoption
A758444,Return to Owner
A758445,Adoption
A758446,Return to Owner
A758448,Euthanasia
A758449,Euthanasia
A758452,Adoption
A758453,Return to Owner
A758456,Transfer
A758457,Adoption
A758457,Adoption
A758458,Transfer
A758460,Adoption
A758460,Adoption
A758462,Adoption
A758463,Adoption
A758472,Transfer
A758473,Transfer
A758474,Transfer
A758475,Transfer
A758476,Adoption
A758478,Adoption
A758479,Adoption
A758480,Return to Owner
A758482,Adoption
A758486,Return to Owner
A758487,Euthanasia
A758488,Transfer
A758489,Return to Owner
A758491,Adoption
A758492,Adoption
A758493,Transfer
A758494,Return to Owner
A758495,Transfer
A758496,Adoption
A758497,Adoption
A758498,Euthanasia
A758500,Adoption
A758501,Adoption
A758510,Return to Owner
A758511,Adoption
A758512,Adoption
A758517,Euthanasia
A758519,Adoption
A758520,Adoption
A758521,Transfer
A758522,Transfer
A758524,Adoption
A758525,Adoption
A758526,Adoption
A758527,Adoption
A758529,Return to Owner
A758529,Return to Owner
A758534,Transfer
A758535,Adoption
A758536,Transfer
A758537,Transfer
A758538,Adoption
